Wavelength	OC32S		O13CS		OC33S		OC34S	
nm	cm2	1s	cm2	1s	cm2	1s	cm2	1s
213.04	1.81060E-19	7.80787E-22	1.76356E-19	7.02417E-22	1.79973E-19	3.05815E-22	1.80829E-19	4.49056E-22
213.02	1.80319E-19	7.34414E-22	1.75902E-19	8.13856E-22	1.79486E-19	5.75838E-22	1.80667E-19	4.75798E-22
213	1.79561E-19	1.16130E-21	1.75472E-19	5.89800E-22	1.79099E-19	6.70725E-22	1.80334E-19	4.34531E-22
212.98	1.78914E-19	1.35227E-21	1.75037E-19	6.45048E-22	1.78724E-19	4.90775E-22	1.80150E-19	4.63917E-22
212.96	1.78809E-19	9.63985E-22	1.74490E-19	6.07310E-22	1.78457E-19	3.48144E-22	1.79995E-19	4.63269E-22
212.94	1.78413E-19	3.08890E-22	1.74241E-19	4.62643E-22	1.78434E-19	5.83245E-22	1.79932E-19	4.37311E-22
212.92	1.78152E-19	3.45669E-22	1.74375E-19	4.75915E-22	1.78365E-19	5.72763E-22	1.79976E-19	3.96868E-22
212.9	1.78419E-19	3.86020E-22	1.74282E-19	5.86153E-22	1.78593E-19	4.18294E-22	1.80384E-19	6.29445E-22
212.88	1.78248E-19	5.62809E-22	1.73898E-19	3.16589E-22	1.78520E-19	5.99056E-22	1.80207E-19	5.32174E-22
212.86	1.78266E-19	4.82682E-22	1.73677E-19	4.22072E-22	1.78168E-19	5.76103E-22	1.80185E-19	4.02446E-22
212.84	1.78125E-19	5.35047E-22	1.73173E-19	8.61832E-22	1.78325E-19	4.68627E-22	1.79939E-19	4.32199E-22
212.82	1.78129E-19	8.01744E-22	1.72686E-19	9.14798E-22	1.78346E-19	6.10903E-22	1.79859E-19	5.37904E-22
212.8	1.78061E-19	4.36239E-22	1.71933E-19	8.84385E-22	1.77992E-19	5.52836E-22	1.79734E-19	5.06126E-22
212.78	1.77995E-19	4.60784E-22	1.71294E-19	7.24304E-22	1.78117E-19	5.36813E-22	1.79726E-19	3.71126E-22
212.76	1.77904E-19	3.78504E-22	1.70725E-19	4.77695E-22	1.78198E-19	6.68368E-22	1.79396E-19	5.59895E-22
212.74	1.77521E-19	3.53177E-22	1.69918E-19	4.39243E-22	1.77977E-19	5.81352E-22	1.78835E-19	3.64337E-22
212.72	1.77420E-19	6.15885E-22	1.69549E-19	6.63233E-22	1.77423E-19	4.36203E-22	1.78484E-19	4.00052E-22
212.7	1.77235E-19	6.43294E-22	1.69200E-19	7.59241E-22	1.76833E-19	5.72032E-22	1.78301E-19	5.42953E-22
212.68	1.76809E-19	6.86476E-22	1.68886E-19	6.55617E-22	1.76814E-19	5.81236E-22	1.77870E-19	4.25643E-22
212.66	1.76413E-19	6.93254E-22	1.69201E-19	7.19690E-22	1.76650E-19	5.63954E-22	1.77618E-19	4.41671E-22
212.64	1.76122E-19	5.44444E-22	1.69473E-19	7.92310E-22	1.76072E-19	5.61959E-22	1.76608E-19	4.55591E-22
212.62	1.75840E-19	5.80642E-22	1.69504E-19	6.53891E-22	1.75603E-19	3.44076E-22	1.75413E-19	5.82739E-22
212.6	1.75356E-19	8.46894E-22	1.69704E-19	6.89258E-22	1.74931E-19	3.88851E-22	1.74449E-19	5.16242E-22
212.58	1.75135E-19	5.54059E-22	1.69721E-19	7.62230E-22	1.74142E-19	5.28636E-22	1.73635E-19	5.25143E-22
212.56	1.75092E-19	4.22892E-22	1.69936E-19	8.89810E-22	1.73368E-19	4.78817E-22	1.72868E-19	4.20019E-22
212.54	1.74505E-19	7.02523E-22	1.70187E-19	6.12223E-22	1.72318E-19	3.68763E-22	1.72327E-19	3.24072E-22
212.52	1.73531E-19	8.42186E-22	1.70417E-19	5.16367E-22	1.71338E-19	3.90611E-22	1.71763E-19	2.83183E-22
212.5	1.72609E-19	4.90978E-22	1.70401E-19	7.65531E-22	1.70697E-19	6.11836E-22	1.71511E-19	2.46836E-22
212.48	1.72050E-19	5.32240E-22	1.70881E-19	7.46614E-22	1.70117E-19	6.39649E-22	1.70871E-19	3.05019E-22
212.46	1.71238E-19	5.84575E-22	1.71517E-19	7.66142E-22	1.69690E-19	5.46840E-22	1.70594E-19	6.14872E-22
212.44	1.70145E-19	4.54193E-22	1.71953E-19	5.64802E-22	1.69316E-19	4.09913E-22	1.70672E-19	4.40729E-22
212.42	1.69308E-19	5.43029E-22	1.72265E-19	4.04074E-22	1.69012E-19	5.30684E-22	1.70566E-19	4.75726E-22
212.4	1.68602E-19	9.06860E-22	1.72342E-19	4.89240E-22	1.68813E-19	6.49004E-22	1.70286E-19	4.18824E-22
212.38	1.68127E-19	7.78154E-22	1.72396E-19	7.14283E-22	1.68705E-19	5.57603E-22	1.70412E-19	5.74966E-22
212.36	1.67949E-19	5.39886E-22	1.72511E-19	7.38854E-22	1.68453E-19	4.74466E-22	1.70538E-19	4.56732E-22
212.34	1.67982E-19	8.60970E-22	1.72194E-19	8.13424E-22	1.68266E-19	4.09201E-22	1.70806E-19	3.72223E-22
212.32	1.67911E-19	6.79892E-22	1.72160E-19	6.27015E-22	1.68318E-19	3.17752E-22	1.71166E-19	3.41783E-22
212.3	1.67496E-19	2.39981E-22	1.72101E-19	5.41891E-22	1.68692E-19	6.75951E-22	1.71352E-19	5.06156E-22
212.28	1.67254E-19	5.08786E-22	1.71920E-19	7.77290E-22	1.68699E-19	6.94054E-22	1.71463E-19	6.01113E-22
212.26	1.67426E-19	5.49719E-22	1.71740E-19	5.03966E-22	1.68802E-19	4.16512E-22	1.71956E-19	5.54964E-22
212.24	1.67727E-19	5.94608E-22	1.71739E-19	5.05168E-22	1.69190E-19	4.79541E-22	1.72387E-19	5.52219E-22
212.22	1.67825E-19	5.09102E-22	1.71626E-19	4.93610E-22	1.69602E-19	6.60900E-22	1.72682E-19	5.34072E-22
212.2	1.68127E-19	5.06829E-22	1.71349E-19	6.31707E-22	1.70011E-19	7.61118E-22	1.72851E-19	2.89861E-22
212.18	1.68858E-19	5.13537E-22	1.70925E-19	6.97804E-22	1.70168E-19	7.72463E-22	1.72890E-19	4.38959E-22
212.16	1.69190E-19	5.08026E-22	1.70553E-19	4.71109E-22	1.70626E-19	7.44920E-22	1.73049E-19	3.26332E-22
212.14	1.69368E-19	3.99953E-22	1.70095E-19	5.08433E-22	1.70976E-19	7.99511E-22	1.73337E-19	3.93627E-22
212.12	1.69799E-19	4.48721E-22	1.69386E-19	7.87992E-22	1.71245E-19	4.70174E-22	1.73426E-19	5.32859E-22
212.1	1.70138E-19	8.07004E-22	1.68433E-19	7.31877E-22	1.71480E-19	4.91872E-22	1.73319E-19	3.81401E-22
212.08	1.70424E-19	7.38432E-22	1.67422E-19	8.90769E-22	1.71512E-19	5.76703E-22	1.73045E-19	5.30793E-22
212.06	1.70588E-19	7.14258E-22	1.66309E-19	7.86165E-22	1.71448E-19	4.66641E-22	1.72827E-19	5.44693E-22
212.04	1.70775E-19	6.46356E-22	1.65410E-19	7.17963E-22	1.71489E-19	4.46036E-22	1.72984E-19	3.72918E-22
212.02	1.71033E-19	2.37660E-22	1.64678E-19	6.36581E-22	1.71253E-19	6.80079E-22	1.73093E-19	4.36550E-22
212	1.71117E-19	2.34230E-22	1.64027E-19	5.06597E-22	1.71033E-19	6.16056E-22	1.73001E-19	2.17978E-22
211.98	1.70869E-19	4.98615E-22	1.63614E-19	4.55161E-22	1.71128E-19	6.19732E-22	1.72784E-19	3.70283E-22
211.96	1.70477E-19	4.95017E-22	1.63272E-19	4.73082E-22	1.70752E-19	5.86813E-22	1.72676E-19	5.32253E-22
211.94	1.70181E-19	4.84883E-22	1.62778E-19	5.50687E-22	1.70717E-19	3.30667E-22	1.72152E-19	5.93553E-22
211.92	1.70126E-19	6.51820E-22	1.62416E-19	5.45187E-22	1.70778E-19	4.31791E-22	1.71876E-19	5.09457E-22
211.9	1.70217E-19	9.72041E-22	1.62203E-19	6.90217E-22	1.70456E-19	7.17484E-22	1.71720E-19	2.43546E-22
211.88	1.70080E-19	9.02213E-22	1.61747E-19	6.63068E-22	1.69927E-19	5.51765E-22	1.71293E-19	4.29861E-22
211.86	1.69733E-19	8.23303E-22	1.61435E-19	7.19260E-22	1.69606E-19	5.66202E-22	1.70610E-19	5.87993E-22
211.84	1.69604E-19	1.26997E-21	1.60778E-19	7.38586E-22	1.69190E-19	5.87453E-22	1.69659E-19	6.14949E-22
211.82	1.69421E-19	1.05967E-21	1.60511E-19	3.89771E-22	1.68909E-19	7.87182E-22	1.68785E-19	7.49932E-22
211.8	1.68932E-19	8.47876E-22	1.60671E-19	5.67810E-22	1.68111E-19	5.46218E-22	1.68372E-19	6.98082E-22
211.78	1.68467E-19	9.52436E-22	1.60607E-19	5.73787E-22	1.67310E-19	5.72535E-22	1.67754E-19	5.03527E-22
211.76	1.68033E-19	8.99358E-22	1.60611E-19	5.66742E-22	1.66398E-19	6.59985E-22	1.67026E-19	2.79888E-22
211.74	1.67129E-19	1.09979E-21	1.60508E-19	4.27708E-22	1.65492E-19	5.65489E-22	1.66702E-19	4.56441E-22
211.72	1.66169E-19	1.05877E-21	1.60270E-19	4.25923E-22	1.64685E-19	2.98754E-22	1.66556E-19	4.82065E-22
211.7	1.65196E-19	1.09226E-21	1.60242E-19	7.08678E-22	1.64109E-19	3.60061E-22	1.66273E-19	5.59622E-22
211.68	1.64491E-19	6.31373E-22	1.60085E-19	6.92378E-22	1.64049E-19	5.02812E-22	1.65659E-19	2.84037E-22
211.66	1.63588E-19	4.95428E-22	1.59956E-19	6.36621E-22	1.63729E-19	4.91038E-22	1.65228E-19	1.53728E-22
211.64	1.63177E-19	5.72303E-22	1.60351E-19	8.49966E-22	1.63586E-19	5.12793E-22	1.64826E-19	3.38196E-22
211.62	1.62870E-19	3.43024E-22	1.60536E-19	7.87287E-22	1.62948E-19	9.06084E-22	1.64455E-19	6.54355E-22
211.6	1.62588E-19	4.90443E-22	1.60727E-19	6.15427E-22	1.62940E-19	8.45591E-22	1.64241E-19	6.91791E-22
211.58	1.62240E-19	7.85485E-22	1.60724E-19	6.95851E-22	1.62814E-19	5.29629E-22	1.63638E-19	2.56275E-22
211.56	1.62100E-19	3.31425E-22	1.60711E-19	6.52688E-22	1.62433E-19	6.86207E-22	1.63065E-19	5.56342E-22
211.54	1.61760E-19	9.10762E-22	1.60792E-19	5.54298E-22	1.61956E-19	6.27465E-22	1.62807E-19	4.19392E-22
211.52	1.61449E-19	6.23228E-22	1.60872E-19	5.85508E-22	1.61286E-19	5.34410E-22	1.62312E-19	5.94556E-22
211.5	1.61268E-19	4.91313E-22	1.60738E-19	3.77006E-22	1.61064E-19	5.11153E-22	1.61742E-19	3.33067E-22
211.48	1.60776E-19	5.88373E-22	1.60393E-19	4.11286E-22	1.60529E-19	9.35973E-22	1.61167E-19	3.81849E-22
211.46	1.60578E-19	6.49409E-22	1.60590E-19	4.46614E-22	1.60247E-19	6.74073E-22	1.60735E-19	5.29104E-22
211.44	1.60439E-19	4.49468E-22	1.60647E-19	5.95667E-22	1.59910E-19	7.34492E-22	1.60650E-19	5.30346E-22
211.42	1.59931E-19	6.53765E-22	1.60792E-19	5.06966E-22	1.59684E-19	9.22673E-22	1.60225E-19	3.08582E-22
211.4	1.59665E-19	8.54115E-22	1.60787E-19	2.15264E-22	1.59333E-19	6.02382E-22	1.59940E-19	3.66338E-22
211.38	1.59277E-19	4.16007E-22	1.60744E-19	3.07194E-22	1.58981E-19	6.00051E-22	1.59618E-19	2.07310E-22
211.36	1.59076E-19	1.34080E-22	1.60400E-19	6.07634E-22	1.58914E-19	4.40416E-22	1.59445E-19	5.29192E-22
211.34	1.58777E-19	4.70569E-22	1.60140E-19	6.27081E-22	1.58376E-19	2.93671E-22	1.59163E-19	5.43691E-22
211.32	1.58543E-19	3.27011E-22	1.59503E-19	7.82577E-22	1.58157E-19	2.16747E-22	1.59229E-19	6.45370E-22
211.3	1.58225E-19	2.18046E-22	1.58583E-19	8.88786E-22	1.58405E-19	6.53434E-22	1.58919E-19	5.77888E-22
211.28	1.57940E-19	3.12516E-22	1.57750E-19	6.38325E-22	1.58118E-19	5.80050E-22	1.58345E-19	5.76364E-22
211.26	1.57974E-19	3.17114E-22	1.56838E-19	5.67022E-22	1.57723E-19	6.24428E-22	1.57956E-19	3.84157E-22
211.24	1.57662E-19	3.66864E-22	1.56254E-19	6.85993E-22	1.57421E-19	5.15078E-22	1.57777E-19	4.68983E-22
211.22	1.57619E-19	4.05099E-22	1.55709E-19	7.22995E-22	1.57212E-19	4.32998E-22	1.57750E-19	3.40623E-22
211.2	1.57403E-19	4.76786E-22	1.55065E-19	6.79030E-22	1.57011E-19	4.67731E-22	1.57115E-19	3.15102E-22
211.18	1.57353E-19	6.48701E-22	1.54708E-19	7.96200E-22	1.56812E-19	4.49896E-22	1.56834E-19	3.19455E-22
211.16	1.57251E-19	5.20253E-22	1.53933E-19	6.72138E-22	1.56485E-19	4.87377E-22	1.57020E-19	2.75187E-22
211.14	1.56652E-19	4.28000E-22	1.53231E-19	7.74030E-22	1.56557E-19	3.48930E-22	1.56829E-19	2.88438E-22
211.12	1.56460E-19	5.34903E-22	1.52556E-19	6.41189E-22	1.56507E-19	4.91806E-22	1.56565E-19	3.51178E-22
211.1	1.56444E-19	3.88585E-22	1.52059E-19	7.53535E-22	1.56019E-19	4.58730E-22	1.56526E-19	5.88382E-22
211.08	1.56273E-19	4.26529E-22	1.51953E-19	7.92983E-22	1.55414E-19	4.70920E-22	1.56050E-19	5.93706E-22
211.06	1.56267E-19	6.27019E-23	1.51600E-19	6.94300E-22	1.55522E-19	5.30213E-22	1.55736E-19	6.09025E-22
211.04	1.56151E-19	4.76682E-22	1.51144E-19	7.42509E-22	1.55471E-19	7.36028E-22	1.55444E-19	3.88085E-22
211.02	1.56229E-19	4.41287E-22	1.50832E-19	8.09381E-22	1.55121E-19	6.36792E-22	1.55102E-19	4.88868E-22
211	1.55925E-19	2.75736E-22	1.50720E-19	7.25875E-22	1.54717E-19	5.27355E-22	1.54543E-19	5.96318E-22
210.98	1.55676E-19	4.26243E-22	1.50893E-19	5.41970E-22	1.54329E-19	5.35179E-22	1.53676E-19	4.11281E-22
210.96	1.55586E-19	3.51341E-22	1.50369E-19	5.12662E-22	1.53648E-19	6.92157E-22	1.52855E-19	4.37164E-22
210.94	1.55052E-19	7.61253E-22	1.49891E-19	5.78176E-22	1.52885E-19	4.82029E-22	1.52140E-19	4.10953E-22
210.92	1.54793E-19	6.13266E-22	1.49564E-19	5.88828E-22	1.52344E-19	4.98796E-22	1.51730E-19	4.48829E-22
210.9	1.54326E-19	8.22285E-22	1.49678E-19	7.14092E-22	1.51229E-19	3.53266E-22	1.51168E-19	4.23622E-22
210.88	1.53245E-19	8.46114E-22	1.48892E-19	8.71734E-22	1.51047E-19	6.92693E-22	1.50352E-19	7.67026E-22
210.86	1.52394E-19	7.98516E-22	1.48609E-19	9.90676E-22	1.50352E-19	4.69769E-22	1.49836E-19	4.39810E-22
210.84	1.51667E-19	7.69160E-22	1.48392E-19	7.36467E-22	1.49542E-19	4.26743E-22	1.49491E-19	4.27670E-22
210.82	1.50829E-19	6.36746E-22	1.47687E-19	7.80821E-22	1.49169E-19	6.89273E-22	1.48728E-19	3.12836E-22
210.8	1.51000E-19	5.49933E-22	1.47650E-19	8.75505E-22	1.48695E-19	8.50859E-22	1.48274E-19	5.47031E-22
210.78	1.50235E-19	5.60794E-22	1.47406E-19	7.46868E-22	1.47936E-19	5.74112E-22	1.47677E-19	2.20192E-22
210.76	1.49573E-19	8.37887E-22	1.46907E-19	7.11232E-22	1.47475E-19	5.32668E-22	1.47406E-19	4.74880E-22
210.74	1.48817E-19	7.83677E-22	1.46478E-19	3.65721E-22	1.47063E-19	3.63400E-22	1.47137E-19	3.30446E-22
210.72	1.48333E-19	9.99490E-22	1.45763E-19	6.19326E-22	1.46575E-19	5.24519E-22	1.47386E-19	3.17029E-22
210.7	1.47979E-19	4.72961E-22	1.45314E-19	7.07581E-22	1.46461E-19	6.78891E-22	1.47082E-19	3.59885E-22
210.68	1.47430E-19	5.95170E-22	1.44416E-19	6.84830E-22	1.46154E-19	7.93721E-22	1.46838E-19	5.20338E-22
210.66	1.46779E-19	1.09944E-21	1.43527E-19	5.27685E-22	1.45828E-19	5.63941E-22	1.46543E-19	3.71714E-22
210.64	1.46318E-19	9.76287E-22	1.43124E-19	8.22259E-22	1.45674E-19	2.98937E-22	1.46309E-19	4.36521E-22
210.62	1.46381E-19	1.04078E-21	1.42374E-19	6.80028E-22	1.45725E-19	7.21485E-22	1.46079E-19	3.67413E-22
210.6	1.45889E-19	7.38421E-22	1.41635E-19	6.09615E-22	1.45023E-19	5.24899E-22	1.45563E-19	5.87400E-22
210.58	1.46105E-19	6.39209E-22	1.40968E-19	5.66098E-22	1.44698E-19	8.44850E-22	1.45426E-19	5.87433E-22
210.56	1.45453E-19	1.19958E-21	1.40659E-19	4.57081E-22	1.44151E-19	8.57041E-22	1.44891E-19	6.12962E-22
210.54	1.44807E-19	5.96997E-22	1.40145E-19	3.09553E-22	1.43982E-19	5.55375E-22	1.44656E-19	4.55403E-22
210.52	1.44187E-19	6.44789E-22	1.39709E-19	3.51100E-22	1.43513E-19	7.86146E-22	1.44364E-19	4.02227E-22
210.5	1.44193E-19	4.76071E-22	1.39220E-19	6.27045E-22	1.43572E-19	7.48442E-22	1.44581E-19	3.55810E-22
210.48	1.43614E-19	3.46643E-22	1.38847E-19	6.54569E-22	1.43239E-19	6.50431E-22	1.45120E-19	6.56227E-22
210.46	1.44140E-19	6.02010E-22	1.38483E-19	5.71796E-22	1.43449E-19	8.82296E-22	1.45148E-19	3.11372E-22
210.44	1.43550E-19	9.23621E-22	1.38075E-19	8.64577E-22	1.43479E-19	6.22593E-22	1.44802E-19	3.18904E-22
210.42	1.43558E-19	4.69897E-22	1.37603E-19	6.91247E-22	1.43817E-19	7.32578E-22	1.44479E-19	7.20136E-22
210.4	1.43607E-19	3.30751E-22	1.37691E-19	6.89455E-22	1.43802E-19	7.22688E-22	1.44507E-19	3.36916E-22
210.38	1.43792E-19	7.19098E-22	1.37036E-19	6.77428E-22	1.43380E-19	4.24090E-22	1.43753E-19	3.90454E-22
210.36	1.43972E-19	8.46058E-22	1.36605E-19	7.57050E-22	1.42898E-19	7.70261E-22	1.43063E-19	5.66355E-22
210.34	1.43993E-19	6.87231E-22	1.36091E-19	5.75423E-22	1.43018E-19	7.00849E-22	1.42449E-19	4.81324E-22
210.32	1.43337E-19	5.68654E-22	1.35742E-19	4.28929E-22	1.42167E-19	1.22652E-21	1.42033E-19	6.37537E-22
210.3	1.43336E-19	4.39708E-22	1.35592E-19	9.25097E-22	1.41548E-19	9.88091E-22	1.41448E-19	5.00117E-22
210.28	1.42708E-19	9.23873E-22	1.35400E-19	7.94332E-22	1.41488E-19	8.99491E-22	1.40935E-19	5.36834E-22
210.26	1.42309E-19	1.15023E-21	1.35105E-19	7.60669E-22	1.40167E-19	5.15491E-22	1.39897E-19	5.47327E-22
210.24	1.41445E-19	1.09470E-21	1.34923E-19	6.31916E-22	1.39973E-19	5.91240E-22	1.39224E-19	4.61902E-22
210.22	1.40747E-19	1.02642E-21	1.33828E-19	6.69850E-22	1.38734E-19	6.97577E-22	1.38259E-19	4.53574E-22
210.2	1.40025E-19	1.12724E-21	1.33439E-19	7.27549E-22	1.38162E-19	3.92387E-22	1.37854E-19	4.15779E-22
210.18	1.39404E-19	1.51186E-21	1.32722E-19	4.76124E-22	1.37873E-19	8.36597E-22	1.36817E-19	5.71164E-22
210.16	1.38874E-19	7.18614E-22	1.32547E-19	7.70064E-22	1.36754E-19	7.88678E-22	1.36340E-19	5.05872E-22
210.14	1.38074E-19	1.39027E-21	1.32277E-19	1.06205E-21	1.36219E-19	5.46994E-22	1.35717E-19	4.96704E-22
210.12	1.37189E-19	1.20426E-21	1.32388E-19	4.21672E-22	1.35294E-19	6.81619E-22	1.34997E-19	4.40184E-22
210.1	1.37233E-19	7.02646E-22	1.32012E-19	7.85915E-22	1.34643E-19	7.10951E-22	1.34476E-19	4.73767E-22
210.08	1.36396E-19	8.39002E-22	1.31842E-19	6.05936E-22	1.34204E-19	5.58686E-22	1.34327E-19	4.34410E-22
210.06	1.35646E-19	8.96316E-22	1.31442E-19	7.19534E-22	1.33518E-19	6.86507E-22	1.33938E-19	4.34307E-22
210.04	1.35010E-19	9.22687E-22	1.31993E-19	5.37878E-22	1.33064E-19	6.09769E-22	1.33834E-19	7.09447E-22
210.02	1.34120E-19	1.07165E-21	1.31658E-19	9.60891E-22	1.33011E-19	8.32245E-22	1.33134E-19	8.01266E-22
210	1.33489E-19	9.46250E-22	1.31617E-19	6.13157E-22	1.32296E-19	3.40406E-22	1.33392E-19	6.24315E-22
209.98	1.33271E-19	8.47208E-22	1.31426E-19	5.97304E-22	1.32384E-19	4.38976E-22	1.33170E-19	3.22043E-22
209.96	1.32771E-19	4.43544E-22	1.31257E-19	8.05786E-22	1.32124E-19	8.14905E-22	1.33054E-19	3.23064E-22
209.94	1.32536E-19	3.04975E-22	1.31036E-19	9.17427E-22	1.31903E-19	7.75327E-22	1.32897E-19	5.57054E-22
209.92	1.32176E-19	5.95102E-22	1.30875E-19	6.86762E-22	1.31887E-19	6.43676E-22	1.33035E-19	7.41517E-22
209.9	1.32167E-19	2.52031E-22	1.30715E-19	7.93775E-22	1.32040E-19	5.12564E-22	1.33266E-19	4.28927E-22
209.88	1.31382E-19	7.50254E-22	1.30120E-19	5.00280E-22	1.31744E-19	6.52251E-22	1.32724E-19	5.79631E-22
209.86	1.31645E-19	8.56429E-22	1.29994E-19	4.36426E-22	1.31276E-19	7.19052E-22	1.32743E-19	3.18964E-22
209.84	1.31831E-19	5.20166E-23	1.30129E-19	7.43505E-22	1.31037E-19	4.39859E-22	1.32298E-19	5.76026E-22
209.82	1.31216E-19	5.91985E-22	1.29970E-19	8.98814E-22	1.30632E-19	7.66519E-22	1.32261E-19	3.42916E-22
209.8	1.30600E-19	8.37312E-22	1.29560E-19	6.41943E-22	1.30545E-19	5.77056E-22	1.32327E-19	6.33422E-22
209.78	1.30757E-19	2.03817E-22	1.29700E-19	8.43394E-22	1.30315E-19	5.05714E-22	1.32540E-19	7.99202E-22
209.76	1.29774E-19	6.85951E-22	1.29312E-19	5.41552E-22	1.30435E-19	2.41521E-22	1.32513E-19	4.71795E-22
209.74	1.29450E-19	6.79300E-22	1.28989E-19	6.71361E-22	1.30506E-19	7.55805E-22	1.32559E-19	8.59376E-22
209.72	1.29876E-19	5.19591E-22	1.28719E-19	7.43488E-22	1.31122E-19	6.67416E-22	1.33288E-19	4.17444E-22
209.7	1.29845E-19	2.85394E-22	1.28375E-19	8.62178E-22	1.31480E-19	7.26401E-22	1.33445E-19	3.65759E-22
209.68	1.29810E-19	1.73131E-22	1.27881E-19	5.42191E-22	1.31312E-19	7.24350E-22	1.33739E-19	5.15121E-22
209.66	1.30114E-19	5.52468E-22	1.27567E-19	5.35664E-22	1.31863E-19	4.39130E-22	1.33720E-19	6.01456E-22
209.64	1.30681E-19	5.01430E-22	1.26559E-19	7.94642E-22	1.31940E-19	6.79938E-22	1.33900E-19	4.92918E-22
209.62	1.30533E-19	6.45436E-22	1.26171E-19	9.11795E-22	1.31672E-19	5.24255E-22	1.33806E-19	5.83701E-22
209.6	1.30551E-19	5.79052E-22	1.26058E-19	6.21582E-22	1.31860E-19	4.07960E-22	1.33404E-19	6.08020E-22
209.58	1.31021E-19	8.21327E-22	1.25900E-19	7.80064E-22	1.31894E-19	6.68968E-22	1.33598E-19	5.92256E-22
209.56	1.30855E-19	7.37386E-22	1.25610E-19	1.01818E-21	1.31473E-19	9.52754E-22	1.33325E-19	1.68562E-22
209.54	1.31461E-19	7.44982E-22	1.25928E-19	8.69058E-22	1.31731E-19	9.98576E-22	1.32823E-19	5.59694E-22
209.52	1.30971E-19	5.71963E-22	1.25297E-19	4.99160E-22	1.31905E-19	5.16158E-22	1.32156E-19	4.95975E-22
209.5	1.31349E-19	2.89277E-22	1.26072E-19	1.07099E-21	1.31383E-19	7.22757E-22	1.31513E-19	3.36571E-22
209.48	1.31132E-19	5.64237E-22	1.25996E-19	7.89971E-22	1.30865E-19	6.64251E-22	1.30421E-19	3.21834E-22
209.46	1.31261E-19	6.78267E-22	1.25478E-19	5.62468E-22	1.30541E-19	7.24645E-22	1.29585E-19	4.93651E-22
209.44	1.30483E-19	6.99743E-22	1.25654E-19	7.22849E-22	1.29655E-19	6.32351E-22	1.28849E-19	3.33450E-22
209.42	1.30078E-19	9.37905E-22	1.25589E-19	6.27142E-22	1.29156E-19	6.23944E-22	1.28303E-19	4.35263E-22
209.4	1.29759E-19	4.80789E-22	1.25540E-19	6.88135E-22	1.28201E-19	6.50203E-22	1.28165E-19	6.41808E-22
209.38	1.29321E-19	9.93884E-22	1.25872E-19	7.50758E-22	1.27803E-19	5.64872E-22	1.27819E-19	6.64561E-22
209.36	1.28956E-19	5.90108E-22	1.25292E-19	5.30940E-22	1.26951E-19	4.09177E-22	1.27227E-19	8.21973E-22
209.34	1.27909E-19	5.71256E-22	1.25422E-19	6.77821E-22	1.26301E-19	6.09889E-22	1.27088E-19	5.01705E-22
209.32	1.27427E-19	8.13999E-22	1.25046E-19	5.94565E-22	1.25895E-19	3.38501E-22	1.26673E-19	3.55835E-22
209.3	1.26532E-19	1.33546E-21	1.25312E-19	3.65130E-22	1.25846E-19	6.55848E-22	1.26731E-19	6.53174E-22
209.28	1.26147E-19	5.17178E-22	1.25149E-19	9.12750E-22	1.25348E-19	5.88934E-22	1.26188E-19	8.13649E-22
209.26	1.25501E-19	1.12728E-21	1.24909E-19	8.44979E-22	1.25021E-19	8.02332E-22	1.25976E-19	6.96951E-22
209.24	1.25201E-19	9.67009E-22	1.24673E-19	8.04010E-22	1.24639E-19	3.20293E-22	1.25633E-19	7.25238E-22
209.22	1.25253E-19	2.04101E-22	1.24414E-19	4.08772E-22	1.24564E-19	5.24338E-22	1.25880E-19	7.26512E-22
209.2	1.24538E-19	1.11971E-21	1.24195E-19	8.25088E-22	1.24731E-19	4.59730E-22	1.25590E-19	4.22665E-22
209.18	1.24312E-19	1.09160E-21	1.23990E-19	6.87035E-22	1.24540E-19	3.50736E-22	1.25348E-19	5.71334E-22
209.16	1.24371E-19	7.19108E-22	1.23565E-19	5.52014E-22	1.24103E-19	5.59583E-22	1.25462E-19	7.83173E-22
209.14	1.24003E-19	5.37661E-22	1.22885E-19	8.47488E-22	1.23988E-19	4.18657E-22	1.25213E-19	4.59835E-22
209.12	1.23531E-19	7.11752E-22	1.23088E-19	1.04644E-21	1.23856E-19	5.00435E-22	1.25255E-19	7.72409E-22
209.1	1.23406E-19	6.80076E-22	1.22370E-19	5.85906E-22	1.23665E-19	6.28825E-22	1.25291E-19	5.17408E-22
209.08	1.23183E-19	1.03656E-21	1.22496E-19	5.76171E-22	1.23674E-19	6.62508E-22	1.25224E-19	5.37847E-22
209.06	1.23609E-19	9.57006E-22	1.22062E-19	3.42080E-22	1.23601E-19	6.46333E-22	1.25007E-19	5.27990E-22
209.04	1.23318E-19	6.66462E-22	1.21012E-19	3.37612E-22	1.23448E-19	4.82639E-22	1.24920E-19	7.62058E-22
209.02	1.23314E-19	1.47189E-22	1.20665E-19	6.61825E-22	1.23229E-19	5.05254E-22	1.24726E-19	3.34306E-22
209	1.23226E-19	1.28558E-22	1.20326E-19	5.84223E-22	1.23288E-19	3.54659E-22	1.24678E-19	4.03793E-22
208.98	1.23406E-19	8.76903E-22	1.20061E-19	9.00228E-22	1.23127E-19	5.58942E-22	1.24260E-19	6.62699E-22
208.96	1.23016E-19	1.28023E-21	1.19068E-19	6.72047E-22	1.23154E-19	6.58003E-22	1.24084E-19	6.45833E-22
